cluster_id	change_node43	GO_domain_ids	GO_domain_description	IPR_domain_ids	IPR_domain_description	Pfam_domain_ids	Pfam_domain_description
OG0007166	-1	None	None	IPR000608	Domain Ubiquitin-conjugating enzyme E2	PF00179	Ubiquitin-conjugating enzyme
OG0007167	-1	GO:0003677;GO:0006351;GO:0008270	DNA binding ;DNA-templated transcription ;zinc ion binding 	IPR007219	Domain Transcription factor domain, fungi	PF04082	Fungal specific transcription factor domain 
OG0007168	-1	None	None	None	None	None	None
OG0007169	-1	None	None	IPR000073	Domain Alpha/beta hydrolase fold-1	PF12697	Alpha/beta hydrolase family
OG0007170	-1	GO:0071949	FAD binding 	IPR002938	Domain FAD-binding domain	PF01494	FAD binding domain
OG0007171	-1	None	None	IPR010730	Domain Heterokaryon incompatibility	PF06985	Heterokaryon incompatibility protein (HET)
OG0007172	-1	None	None	IPR041371;IPR012939	Domain Glycosyl hydrolase family 92 N-terminal domain;Domain Glycosyl hydrolase family 92	PF17678;PF07971	Glycosyl hydrolase family 92 N-terminal domain;Glycosyl hydrolase family 92 catalytic domain
OG0007173	-1	None	None	IPR002893	Domain Zinc finger, MYND-type	PF01753	MYND finger
OG0007174	-1	GO:0016491	oxidoreductase activity 	IPR013121;IPR013112;IPR013130	Domain Ferric reductase, NAD binding domain;Domain FAD-binding 8;Domain Ferric reductase transmembrane component-like domain	PF08030;PF08022;PF01794	Ferric reductase NAD binding domain;FAD-binding domain;Ferric reductase like transmembrane component
OG0007175	-1	GO:0000981;GO:0006355;GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription ;zinc ion binding 	IPR001138	Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0007176	-1	GO:0005975	carbohydrate metabolic process 	IPR001585	Family Transaldolase/Fructose-6-phosphate aldolase	PF00923	Transaldolase/Fructose-6-phosphate aldolase
OG0007177	-1	GO:0006631;GO:0016491;GO:0016616;GO:0070403	fatty acid metabolic process ;oxidoreductase activity ;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor ;NAD+ binding 	IPR006108;IPR006176	Domain 3-hydroxyacyl-CoA dehydrogenase, C-terminal;Domain 3-hydroxyacyl-CoA dehydrogenase, NAD binding	PF00725;PF02737	3-hydroxyacyl-CoA dehydrogenase, C-terminal domain;3-hydroxyacyl-CoA dehydrogenase, NAD binding domain
OG0007178	-1	GO:0016020	membrane 	IPR001425	Family Archaeal/bacterial/fungal rhodopsins	PF01036	Bacteriorhodopsin-like protein
OG0007179	-1	GO:0003677;GO:0006351;GO:0008270;GO:0000981;GO:0006355	DNA binding ;DNA-templated transcription ;zinc ion binding ;DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription 	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF04082;PF00172	Fungal specific transcription factor domain ;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0007180	-1	None	None	IPR025700	Family L-lysine 6-monooxygenase/L-ornithine 5-monooxygenase	PF13450;PF13434	NAD(P)-binding Rossmann-like domain;L-lysine 6-monooxygenase/L-ornithine 5-monooxygenase
OG0007181	-1	None	None	None	None	None	None
OG0007182	-1	None	None	None	None	None	None
OG0007183	-1	None	None	None	None	None	None
OG0007184	-1	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0007186	-1	GO:0005515;GO:0008270	protein binding ;zinc ion binding 	IPR002110;IPR000433	Repeat Ankyrin repeat;Domain Zinc finger, ZZ-type	PF12796;PF13637;PF00569	Ankyrin repeats (3 copies);Ankyrin repeats (many copies);Zinc finger, ZZ type
OG0007187	-1	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0007188	-1	None	None	IPR000073	Domain Alpha/beta hydrolase fold-1	PF12697;PF00561	Alpha/beta hydrolase family;alpha/beta hydrolase fold
OG0007189	-1	None	None	IPR010737;IPR031475	Domain Four-carbon acid sugar kinase, N-terminal domain;Domain Four-carbon acid sugar kinase, nucleotide binding domain	PF07005;PF17042	Sugar-binding N-terminal domain;Nucleotide-binding C-terminal domain
OG0007190	-1	GO:0000981;GO:0006355;GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription ;zinc ion binding 	IPR001138	Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0007191	-1	None	None	IPR007184	Family Mannoside phosphorylase	PF04041	beta-1,4-mannooligosaccharide phosphorylase
OG0007192	-1	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0007193	-1	GO:0003676;GO:0003723;GO:0005515	nucleic acid binding ;RNA binding ;protein binding 	IPR003165;IPR014811;IPR032474;IPR003100	Domain Piwi domain;Domain Argonaute, linker 1 domain;Domain Protein argonaute, N-terminal;Domain PAZ domain	PF02171;PF08699;PF16486;PF02170	Piwi domain;Argonaute linker 1 domain;N-terminal domain of argonaute;PAZ domain
OG0007195	-1	None	None	IPR023210	Domain NADP-dependent oxidoreductase domain	PF00248	Aldo/keto reductase family
OG0007196	-1	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0007197	-1	None	None	IPR002347	Family Short-chain dehydrogenase/reductase SDR	PF00106	short chain dehydrogenase
OG0007198	-1	None	None	None	None	None	None
OG0007199	-1	GO:0004553;GO:0005975	hydrolase activity, hydrolyzing O-glycosyl compounds ;carbohydrate metabolic process 	IPR026891;IPR002772;IPR001764;IPR011658	Domain Fibronectin type III-like domain;Domain Glycoside hydrolase family 3 C-terminal domain;Domain Glycoside hydrolase, family 3, N-terminal;Domain PA14 domain	PF14310;PF01915;PF00933;PF07691	Fibronectin type III-like domain;Glycosyl hydrolase family 3 C-terminal domain;Glycosyl hydrolase family 3 N terminal domain;PA14 domain
OG0007201	-1	None	None	None	None	None	None
OG0007204	-1	None	None	None	None	None	None
OG0007205	-1	None	None	IPR013087	Domain Zinc finger C2H2-type	PF00096	Zinc finger, C2H2 type
OG0007206	-1	None	None	None	None	None	None
OG0007207	-1	GO:0008519;GO:0016020;GO:0072488	ammonium channel activity ;membrane ;ammonium transmembrane transport 	IPR024041	Domain Ammonium transporter AmtB-like domain	PF00909	Ammonium Transporter Family
OG0007209	-1	GO:0008270;GO:0003677;GO:0006351;GO:0000981;GO:0006355	zinc ion binding ;DNA binding ;DNA-templated transcription ;DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription 	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF04082;PF00172	Fungal specific transcription factor domain ;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0007210	-1	None	None	IPR035396;IPR013737	Domain Alpha-L-rhamnosidase, six-hairpin glycosidase domain;Domain Bacterial alpha-L-rhamnosidase N-terminal	PF17389;PF08531	Bacterial alpha-L-rhamnosidase 6 hairpin glycosidase domain;Alpha-L-rhamnosidase N-terminal domain
OG0007211	-1	GO:0000981;GO:0006355;GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription ;zinc ion binding 	IPR001138	Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0007212	-1	None	None	IPR002347	Family Short-chain dehydrogenase/reductase SDR	PF00106	short chain dehydrogenase
OG0007213	-1	None	None	None	None	None	None
OG0007215	-1	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR010573	Family Major facilitator transporter Str1/Tri12-like	PF06609	Fungal trichothecene efflux pump (TRI12)
OG0007216	-1	None	None	IPR021833	Family Protein of unknown function DUF3425	PF11905	Domain of unknown function (DUF3425)
OG0007217	-1	None	None	IPR010839	Family Acyclic terpene utilisation	PF07287	Acyclic terpene utilisation family protein AtuA
OG0007218	-1	None	None	IPR023210	Domain NADP-dependent oxidoreductase domain	PF00248	Aldo/keto reductase family
OG0007219	-1	None	None	None	None	PF13561	Enoyl-(Acyl carrier protein) reductase
OG0007220	-1	GO:0000166	nucleotide binding 	IPR004104;IPR000683	Domain Gfo/Idh/MocA-like oxidoreductase, C-terminal;Domain Gfo/Idh/MocA-like oxidoreductase, N-terminal	PF02894;PF01408	Oxidoreductase family, C-terminal alpha/beta domain;Oxidoreductase family, NAD-binding Rossmann fold
OG0007221	-1	GO:0000981;GO:0003677;GO:0006351;GO:0006355;GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific ;DNA binding ;DNA-templated transcription ;regulation of DNA-templated transcription ;zinc ion binding 	IPR001138;IPR007219	Domain Zn(2)Cys(6) fungal-type DNA-binding domain;Domain Transcription factor domain, fungi	PF00172;PF04082	Fungal Zn(2)-Cys(6) binuclear cluster domain;Fungal specific transcription factor domain 
OG0007222	-1	None	None	None	None	None	None
OG0007223	-1	None	None	IPR008030	Domain NmrA-like domain	PF05368	NmrA-like family
OG0007224	-1	GO:0016491	oxidoreductase activity 	IPR000262	Domain FMN-dependent dehydrogenase	PF01070	FMN-dependent dehydrogenase
OG0007225	-1	None	None	IPR016040	Domain NAD(P)-binding domain	PF13460	NAD(P)H-binding 
OG0007226	-1	None	None	IPR004045;IPR004046	Domain Glutathione S-transferase, N-terminal;Domain Glutathione S-transferase, C-terminal	PF02798;PF00043	Glutathione S-transferase, N-terminal domain;Glutathione S-transferase, C-terminal domain
OG0007227	-1	None	None	None	None	None	None
OG0007228	-1	None	None	IPR002347	Family Short-chain dehydrogenase/reductase SDR	PF00106	short chain dehydrogenase
OG0007229	-1	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0007230	-1	None	None	IPR001509	Domain NAD-dependent epimerase/dehydratase	PF01370	NAD dependent epimerase/dehydratase family
OG0007231	-1	None	None	IPR013154;IPR013149	Domain Alcohol dehydrogenase-like, N-terminal;Domain Alcohol dehydrogenase-like, C-terminal	PF08240;PF00107	Alcohol dehydrogenase GroES-like domain;Zinc-binding dehydrogenase
OG0007232	-1	None	None	IPR000760	Family Inositol monophosphatase-like	PF00459	Inositol monophosphatase family
OG0007233	-1	GO:0071949	FAD binding 	IPR002938	Domain FAD-binding domain	PF01494	FAD binding domain
OG0007234	-1	GO:0005507;GO:0016491	copper ion binding ;oxidoreductase activity 	IPR001117;IPR011706;IPR011707	Domain Multicopper oxidase, second cupredoxin domain;Domain Multicopper oxidase, C-terminal;Domain Multicopper oxidase-like, N-terminal	PF00394;PF07731;PF07732	Multicopper oxidase;Multicopper oxidase;Multicopper oxidase
OG0007235	-1	None	None	None	None	None	None
OG0007236	-1	None	None	None	None	PF13714	Phosphoenolpyruvate phosphomutase
OG0007237	-1	GO:0003677;GO:0006351;GO:0008270	DNA binding ;DNA-templated transcription ;zinc ion binding 	IPR007219	Domain Transcription factor domain, fungi	PF04082	Fungal specific transcription factor domain 
OG0007238	-1	None	None	None	None	None	None
OG0007239	-1	None	None	IPR000073	Domain Alpha/beta hydrolase fold-1	PF00561	alpha/beta hydrolase fold
OG0007241	-1	GO:0005515	protein binding 	IPR002110	Repeat Ankyrin repeat	PF12796;PF00023	Ankyrin repeats (3 copies);Ankyrin repeat
OG0007242	-1	None	None	IPR001279	Domain Metallo-beta-lactamase	PF00753	Metallo-beta-lactamase superfamily
OG0007243	-1	None	None	None	None	None	None
OG0007244	-1	GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen 	IPR004294	Family Carotenoid oxygenase	PF03055	Retinal pigment epithelial membrane protein
OG0007245	-1	None	None	IPR037401	Domain SnoaL-like domain	PF13577	SnoaL-like domain
OG0007246	-1	None	None	IPR002347	Family Short-chain dehydrogenase/reductase SDR	PF00106	short chain dehydrogenase
OG0007247	-1	GO:0004497;GO:0005506;GO:0016705;GO:0020037	monooxygenase activity ;iron ion binding ;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen ;heme binding 	IPR001128	Family Cytochrome P450	PF00067	Cytochrome P450
OG0007248	-1	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0007249	-1	None	None	IPR013830	Domain SGNH hydrolase-type esterase domain	PF13472	GDSL-like Lipase/Acylhydrolase family
OG0007250	-1	None	None	IPR003495;IPR011629	Domain CobW/HypB/UreG, nucleotide-binding domain;Domain Zinc chaperone CobW-like, C-terminal	PF02492;PF07683	CobW/HypB/UreG, nucleotide-binding domain;Cobalamin synthesis protein cobW C-terminal domain
OG0007253	-1	GO:0016787	hydrolase activity 	IPR004843	Domain Calcineurin-like phosphoesterase domain, ApaH type	PF00149	Calcineurin-like phosphoesterase
OG0007254	-1	GO:0004553;GO:0005975	hydrolase activity, hydrolyzing O-glycosyl compounds ;carbohydrate metabolic process 	IPR040605;IPR006102;IPR032311;IPR006103;IPR006104	Domain Glycoside hydrolase family 2, domain 5;Domain Glycoside hydrolase, family 2, immunoglobulin-like beta-sandwich;Domain Domain of unknown function DUF4982;Domain Glycoside hydrolase family 2, catalytic domain;Domain Glycosyl hydrolases family 2, sugar binding domain	PF18565;PF00703;PF16355;PF02836;PF02837	Glycoside hydrolase family 2 C-terminal domain 5;Glycosyl hydrolases family 2;Domain of unknown function (DUF4982);Glycosyl hydrolases family 2, TIM barrel domain;Glycosyl hydrolases family 2, sugar binding domain
OG0007255	-1	None	None	None	None	None	None
OG0007256	-1	GO:0016491	oxidoreductase activity 	IPR002227	Domain Tyrosinase copper-binding domain	PF00264	Common central domain of tyrosinase
OG0007257	-1	None	None	None	None	None	None
OG0007258	-1	None	None	IPR002018	Domain Carboxylesterase, type B	PF00135	Carboxylesterase family
OG0007259	-1	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0007261	-1	None	None	None	None	PF13561	Enoyl-(Acyl carrier protein) reductase
OG0007262	-1	None	None	None	None	None	None
OG0007263	-1	None	None	None	None	None	None
OG0007264	-1	GO:0004553;GO:0005975	hydrolase activity, hydrolyzing O-glycosyl compounds ;carbohydrate metabolic process 	IPR001000	Domain Glycoside hydrolase family 10 domain	PF00331	Glycosyl hydrolase family 10
OG0007265	-1	None	None	None	None	None	None
OG0007266	-1	None	None	None	None	None	None
OG0007267	-1	GO:0006582;GO:0030411	melanin metabolic process ;scytalone dehydratase activity 	IPR004235	Family Scytalone dehydratase	PF02982	Scytalone dehydratase
OG0007268	-1	None	None	IPR018712	Domain T6SS, Phospholipase effector Tle1-like, catalytic domain	PF09994	T6SS, Phospholipase effector Tle1-like, catalytic domain
OG0007269	-1	None	None	None	None	PF13561	Enoyl-(Acyl carrier protein) reductase
OG0007270	-1	None	None	IPR021822	Family Protein of unknown function DUF3405	PF11885	Protein of unknown function (DUF3405)
OG0007272	-1	None	None	None	None	None	None
OG0007273	-1	GO:0016491	oxidoreductase activity 	IPR003819	Domain TauD/TfdA-like domain	PF02668	Taurine catabolism dioxygenase TauD, TfdA family
OG0007274	-1	None	None	IPR001466	Domain Beta-lactamase-related	PF00144	Beta-lactamase
OG0007275	-1	None	None	None	None	None	None
OG0007276	-1	GO:0005975	carbohydrate metabolic process 	IPR001223	Domain Glycoside hydrolase family 18, catalytic domain	PF00704	Glycosyl hydrolases family 18
OG0007277	-1	GO:0004497;GO:0005506;GO:0016705;GO:0020037	monooxygenase activity ;iron ion binding ;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen ;heme binding 	IPR001128	Family Cytochrome P450	PF00067	Cytochrome P450
OG0007278	-1	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0007282	-1	None	None	None	None	None	None
OG0007283	-1	GO:0003677;GO:0006351;GO:0008270;GO:0000981;GO:0006355	DNA binding ;DNA-templated transcription ;zinc ion binding ;DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription 	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF04082;PF00172	Fungal specific transcription factor domain ;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0007284	-1	GO:0003854;GO:0006694;GO:0016616	N/A;steroid biosynthetic process ;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor 	IPR002225	Domain 3-beta hydroxysteroid dehydrogenase/isomerase	PF01073	3-beta hydroxysteroid dehydrogenase/isomerase family
OG0007285	-1	None	None	IPR021848	Family Haem-dependent oxidative N-demethylase, alpha subunit-like	PF11927	Haem-dependent oxidative N-demethylase, alpha subunit-like
OG0007286	-1	None	None	IPR011058	Domain Cyanovirin-N	PF08881	CVNH domain
OG0007288	-1	None	None	IPR021833	Family Protein of unknown function DUF3425	PF11905	Domain of unknown function (DUF3425)
